area,year,sex,age,educational_attainment,,value
cook islands,1996,male,25 - 29,first level,,22
cook islands,1996,male,25 - 29,second level,,688
cook islands,1996,male,25 - 29,third level,,11
cook islands,1996,male,30 - 34,first level,,22
cook islands,1996,male,30 - 34,second level,,657
cook islands,1996,male,30 - 34,third level,,20
cook islands,1996,male,35 - 39,first level,,22
cook islands,1996,male,35 - 39,second level,,495
cook islands,1996,male,35 - 39,third level,,24
cook islands,1996,male,40 - 44,first level,,21
cook islands,1996,male,40 - 44,second level,,351
cook islands,1996,male,40 - 44,third level,,18
cook islands,1996,male,45 - 49,first level,,29
cook islands,1996,male,45 - 49,second level,,361
cook islands,1996,male,45 - 49,third level,,14
cook islands,1996,male,50 - 54,first level,,46
cook islands,1996,male,50 - 54,second level,,286
cook islands,1996,male,50 - 54,third level,,18
cook islands,1996,male,55 - 59,first level,,90
cook islands,1996,male,55 - 59,second level,,250
cook islands,1996,male,55 - 59,third level,,11
cook islands,1996,male,60 - 64,first level,,101
cook islands,1996,male,60 - 64,second level,,180
cook islands,1996,male,60 - 64,third level,,5
cook islands,1996,female,15 - 19,first level,,8
cook islands,1996,female,15 - 19,second level,,772
cook islands,1996,female,15 - 19,third level,,0
cook islands,1996,female,20 - 24,first level,,6
cook islands,1996,female,20 - 24,second level,,760
cook islands,1996,female,20 - 24,third level,,4
cook islands,1996,female,25 - 29,first level,,11
cook islands,1996,female,25 - 29,second level,,694
cook islands,1996,female,25 - 29,third level,,17
cook islands,1996,female,30 - 34,first level,,14
cook islands,1996,female,30 - 34,second level,,600
cook islands,1996,female,30 - 34,third level,,7
cook islands,1996,female,35 - 39,first level,,18
cook islands,1996,female,35 - 39,second level,,496
cook islands,1996,female,35 - 39,third level,,12
cook islands,1996,female,40 - 44,first level,,16
cook islands,1996,female,40 - 44,second level,,390
cook islands,1996,female,40 - 44,third level,,12
cook islands,1996,female,45 - 49,first level,,28
cook islands,1996,female,45 - 49,second level,,325
cook islands,1996,female,45 - 49,third level,,5
cook islands,1996,female,50 - 54,first level,,37
cook islands,1996,female,50 - 54,second level,,311
cook islands,1996,female,50 - 54,third level,,8
cook islands,1996,female,55 - 59,first level,,74
cook islands,1996,female,55 - 59,second level,,264
cook islands,1996,female,55 - 59,third level,,2
cook islands,1996,female,60 - 64,first level,,79
cook islands,1996,female,60 - 64,second level,,152
cook islands,1996,female,60 - 64,third level,,3
croatia,2001,male,15 - 19,first level,,3509
croatia,2001,male,15 - 19,second level,,147718
croatia,2001,male,15 - 19,third level,,71
croatia,2001,male,20 - 24,first level,,829
croatia,2001,male,20 - 24,second level,,149178
croatia,2001,male,20 - 24,third level,,4379
croatia,2001,male,25 - 29,first level,,927
croatia,2001,male,25 - 29,second level,,126029
croatia,2001,male,25 - 29,third level,,20254
croatia,2001,male,30 - 34,first level,,951
croatia,2001,male,30 - 34,second level,,125224
croatia,2001,male,30 - 34,third level,,20275
croatia,2001,male,35 - 39,first level,,1246
croatia,2001,male,35 - 39,second level,,132018
croatia,2001,male,35 - 39,third level,,23741
croatia,2001,male,40 - 44,first level,,1937
croatia,2001,male,40 - 44,second level,,135105
croatia,2001,male,40 - 44,third level,,27837
croatia,2001,male,45 - 49,first level,,2507
croatia,2001,male,45 - 49,second level,,137137
croatia,2001,male,45 - 49,third level,,26889
croatia,2001,male,50 - 54,first level,,2431
croatia,2001,male,50 - 54,second level,,116880
croatia,2001,male,50 - 54,third level,,26905
croatia,2001,male,55 - 59,first level,,3112
croatia,2001,male,55 - 59,second level,,83851
croatia,2001,male,55 - 59,third level,,19907
croatia,2001,male,60 - 64,first level,,7060
croatia,2001,male,60 - 64,second level,,93355
croatia,2001,male,60 - 64,third level,,17757
croatia,2001,male,65 - 69,first level,,10185
croatia,2001,male,65 - 69,second level,,82539
croatia,2001,male,65 - 69,third level,,14015
croatia,2001,male,70 - 74,first level,,8108
croatia,2001,male,70 - 74,second level,,59884
croatia,2001,male,70 - 74,third level,,10255
croatia,2001,male,75 - 79,first level,,4244
croatia,2001,male,75 - 79,second level,,31465
croatia,2001,male,75 - 79,third level,,6071
croatia,2001,male,80 - 84,first level,,1674
croatia,2001,male,80 - 84,second level,,12138
croatia,2001,male,80 - 84,third level,,2114
croatia,2001,female,15 - 19,first level,,3402
croatia,2001,female,15 - 19,second level,,141292
croatia,2001,female,15 - 19,third level,,42
croatia,2001,female,20 - 24,first level,,593
croatia,2001,female,20 - 24,second level,,140581
croatia,2001,female,20 - 24,third level,,7419
croatia,2001,female,25 - 29,first level,,752
croatia,2001,female,25 - 29,second level,,113893
croatia,2001,female,25 - 29,third level,,29647
croatia,2001,female,30 - 34,first level,,1040
croatia,2001,female,30 - 34,second level,,117058
croatia,2001,female,30 - 34,third level,,27970
croatia,2001,female,35 - 39,first level,,1556
croatia,2001,female,35 - 39,second level,,127087
croatia,2001,female,35 - 39,third level,,28586
croatia,2001,female,40 - 44,first level,,2777
croatia,2001,female,40 - 44,second level,,133871
croatia,2001,female,40 - 44,third level,,28323
croatia,2001,female,45 - 49,first level,,3807
croatia,2001,female,45 - 49,second level,,132791
croatia,2001,female,45 - 49,third level,,26155
croatia,2001,female,50 - 54,first level,,4572
croatia,2001,female,50 - 54,second level,,119650
croatia,2001,female,50 - 54,third level,,24083
croatia,2001,female,55 - 59,first level,,7116
croatia,2001,female,55 - 59,second level,,94141
croatia,2001,female,55 - 59,third level,,15467
croatia,2001,female,60 - 64,first level,,16401
croatia,2001,female,60 - 64,second level,,104552
croatia,2001,female,60 - 64,third level,,11032
croatia,2001,female,65 - 69,first level,,25867
croatia,2001,female,65 - 69,second level,,92579
croatia,2001,female,65 - 69,third level,,7498
croatia,2001,female,70 - 74,first level,,20328
croatia,2001,female,70 - 74,second level,,80025
croatia,2001,female,70 - 74,third level,,4810
croatia,2001,female,75 - 79,first level,,15087
croatia,2001,female,75 - 79,second level,,61059
croatia,2001,female,75 - 79,third level,,2674
croatia,2001,female,80 - 84,first level,,6447
croatia,2001,female,80 - 84,second level,,25420
croatia,2001,female,80 - 84,third level,,970
cuba,2002,male,15 - 19,first level,,68080
cuba,2002,male,15 - 19,second level,,339946
cuba,2002,male,15 - 19,third level,,4381
cuba,2002,male,20 - 24,first level,,54475
cuba,2002,male,20 - 24,second level,,260993
cuba,2002,male,20 - 24,third level,,24725
cuba,2002,male,25 - 29,first level,,59052
cuba,2002,male,25 - 29,second level,,356954
cuba,2002,male,25 - 29,third level,,36621
cuba,2002,male,30 - 34,first level,,71633
cuba,2002,male,30 - 34,second level,,409838
cuba,2002,male,30 - 34,third level,,56209
cuba,2002,male,35 - 39,first level,,71823
cuba,2002,male,35 - 39,second level,,410537
cuba,2002,male,35 - 39,third level,,70048
cuba,2002,male,40 - 44,first level,,63301
cuba,2002,male,40 - 44,second level,,276993
cuba,2002,male,40 - 44,third level,,57114
cuba,2002,male,45 - 49,first level,,68197
cuba,2002,male,45 - 49,second level,,202340
cuba,2002,male,45 - 49,third level,,47564
cuba,2002,male,50 - 54,first level,,78313
cuba,2002,male,50 - 54,second level,,183294
cuba,2002,male,50 - 54,third level,,42748
cuba,2002,male,55 - 59,first level,,85860
cuba,2002,male,55 - 59,second level,,149086
cuba,2002,male,55 - 59,third level,,28977
cuba,2002,male,60 - 64,first level,,97919
cuba,2002,male,60 - 64,second level,,105949
cuba,2002,male,60 - 64,third level,,16445
cuba,2002,male,65 - 69,first level,,96433
cuba,2002,male,65 - 69,second level,,60846
cuba,2002,male,65 - 69,third level,,7239
cuba,2002,male,70 - 74,first level,,86216
cuba,2002,male,70 - 74,second level,,34092
cuba,2002,male,70 - 74,third level,,3500
cuba,2002,male,75 - 79,first level,,67995
cuba,2002,male,75 - 79,second level,,17565
cuba,2002,male,75 - 79,third level,,2037
cuba,2002,male,80 - 84,first level,,44760
cuba,2002,male,80 - 84,second level,,7442
cuba,2002,male,80 - 84,third level,,1008
cuba,2002,male,85 - 89,first level,,24105
cuba,2002,male,85 - 89,second level,,3233
cuba,2002,male,85 - 89,third level,,470
cuba,2002,male,90 - 94,first level,,9054
cuba,2002,male,90 - 94,second level,,1178
cuba,2002,male,90 - 94,third level,,184
cuba,2002,male,95 - 99,first level,,2269
cuba,2002,male,95 - 99,second level,,343
cuba,2002,male,95 - 99,third level,,62
cuba,2002,female,15 - 19,first level,,40676
cuba,2002,female,15 - 19,second level,,337643
cuba,2002,female,15 - 19,third level,,12405
cuba,2002,female,20 - 24,first level,,37874
cuba,2002,female,20 - 24,second level,,246986
cuba,2002,female,20 - 24,third level,,35715
cuba,2002,female,25 - 29,first level,,46694
cuba,2002,female,25 - 29,second level,,335746
cuba,2002,female,25 - 29,third level,,53416
cuba,2002,female,30 - 34,first level,,62382
cuba,2002,female,30 - 34,second level,,394696
cuba,2002,female,30 - 34,third level,,71971
cuba,2002,female,35 - 39,first level,,76360
cuba,2002,female,35 - 39,second level,,405188
cuba,2002,female,35 - 39,third level,,77014
cuba,2002,female,40 - 44,first level,,83375
cuba,2002,female,40 - 44,second level,,262673
cuba,2002,female,40 - 44,third level,,62064
cuba,2002,female,45 - 49,first level,,91710
cuba,2002,female,45 - 49,second level,,196691
cuba,2002,female,45 - 49,third level,,44572
cuba,2002,female,50 - 54,first level,,108747
cuba,2002,female,50 - 54,second level,,171799
cuba,2002,female,50 - 54,third level,,34224
cuba,2002,female,55 - 59,first level,,125825
cuba,2002,female,55 - 59,second level,,127072
cuba,2002,female,55 - 59,third level,,20091
cuba,2002,female,60 - 64,first level,,130030
cuba,2002,female,60 - 64,second level,,80104
cuba,2002,female,60 - 64,third level,,10542
cuba,2002,female,65 - 69,first level,,117952
cuba,2002,female,65 - 69,second level,,43695
cuba,2002,female,65 - 69,third level,,5416
cuba,2002,female,70 - 74,first level,,102670
cuba,2002,female,70 - 74,second level,,24426
cuba,2002,female,70 - 74,third level,,3553
cuba,2002,female,75 - 79,first level,,83391
cuba,2002,female,75 - 79,second level,,14618
cuba,2002,female,75 - 79,third level,,2218
cuba,2002,female,80 - 84,first level,,57960
cuba,2002,female,80 - 84,second level,,7708
cuba,2002,female,80 - 84,third level,,1377
cuba,2002,female,85 - 89,first level,,34148
cuba,2002,female,85 - 89,second level,,4027
cuba,2002,female,85 - 89,third level,,642
cuba,2002,female,90 - 94,first level,,14461
cuba,2002,female,90 - 94,second level,,1689
cuba,2002,female,90 - 94,third level,,250
cuba,2002,female,95 - 99,first level,,3745
cuba,2002,female,95 - 99,second level,,444
cuba,2002,female,95 - 99,third level,,80
cyprus,2001,male,15 - 19,first level,,1592
cyprus,2001,male,15 - 19,second level,,26297
cyprus,2001,male,15 - 19,third level,,104
cyprus,2001,male,20 - 24,first level,,1442
cyprus,2001,male,20 - 24,second level,,20941
cyprus,2001,male,20 - 24,third level,,3669
cyprus,2001,male,25 - 29,first level,,1376
cyprus,2001,male,25 - 29,second level,,13024
cyprus,2001,male,25 - 29,third level,,8494
cyprus,2001,male,30 - 34,first level,,1758
cyprus,2001,male,30 - 34,second level,,12490
cyprus,2001,male,30 - 34,third level,,8198
cyprus,2001,male,35 - 39,first level,,2553
cyprus,2001,male,35 - 39,second level,,13919
cyprus,2001,male,35 - 39,third level,,8061
cyprus,2001,male,40 - 44,first level,,4336
cyprus,2001,male,40 - 44,second level,,12851
cyprus,2001,male,40 - 44,third level,,8128
cyprus,2001,male,45 - 49,first level,,5618
cyprus,2001,male,45 - 49,second level,,9954
cyprus,2001,male,45 - 49,third level,,6758
cyprus,2001,male,50 - 54,first level,,6727
cyprus,2001,male,50 - 54,second level,,8120
cyprus,2001,male,50 - 54,third level,,5507
cyprus,2001,male,55 - 59,first level,,5954
cyprus,2001,male,55 - 59,second level,,6172
cyprus,2001,male,55 - 59,third level,,3618
cyprus,2001,male,60 - 64,first level,,5895
cyprus,2001,male,60 - 64,second level,,4868
cyprus,2001,male,60 - 64,third level,,2781
cyprus,2001,female,15 - 19,first level,,644
cyprus,2001,female,15 - 19,second level,,25289
cyprus,2001,female,15 - 19,third level,,408
cyprus,2001,female,20 - 24,first level,,621
cyprus,2001,female,20 - 24,second level,,15961
cyprus,2001,female,20 - 24,third level,,8904
cyprus,2001,female,25 - 29,first level,,1013
cyprus,2001,female,25 - 29,second level,,11745
cyprus,2001,female,25 - 29,third level,,12250
cyprus,2001,female,30 - 34,first level,,1599
cyprus,2001,female,30 - 34,second level,,13628
cyprus,2001,female,30 - 34,third level,,10161
cyprus,2001,female,35 - 39,first level,,2918
cyprus,2001,female,35 - 39,second level,,14755
cyprus,2001,female,35 - 39,third level,,8844
cyprus,2001,female,40 - 44,first level,,5339
cyprus,2001,female,40 - 44,second level,,13147
cyprus,2001,female,40 - 44,third level,,7925
cyprus,2001,female,45 - 49,first level,,7424
cyprus,2001,female,45 - 49,second level,,9703
cyprus,2001,female,45 - 49,third level,,5271
cyprus,2001,female,50 - 54,first level,,8880
cyprus,2001,female,50 - 54,second level,,7924
cyprus,2001,female,50 - 54,third level,,3436
cyprus,2001,female,55 - 59,first level,,7600
cyprus,2001,female,55 - 59,second level,,5236
cyprus,2001,female,55 - 59,third level,,2106
cyprus,2001,female,60 - 64,first level,,6878
cyprus,2001,female,60 - 64,second level,,3352
cyprus,2001,female,60 - 64,third level,,1247
czechia,2001,male,15 - 19,first level,,601
czechia,2001,male,15 - 19,second level,,343341
czechia,2001,male,15 - 19,third level,,1
czechia,2001,male,20 - 24,first level,,934
czechia,2001,male,20 - 24,second level,,402063
czechia,2001,male,20 - 24,third level,,19926
czechia,2001,male,25 - 29,first level,,788
czechia,2001,male,25 - 29,second level,,379234
czechia,2001,male,25 - 29,third level,,52073
czechia,2001,male,30 - 34,first level,,656
czechia,2001,male,30 - 34,second level,,293218
czechia,2001,male,30 - 34,third level,,48930
czechia,2001,male,35 - 39,first level,,787
czechia,2001,male,35 - 39,second level,,286000
czechia,2001,male,35 - 39,third level,,55829
czechia,2001,male,40 - 44,first level,,987
czechia,2001,male,40 - 44,second level,,279179
czechia,2001,male,40 - 44,third level,,54094
czechia,2001,male,45 - 49,first level,,1281
czechia,2001,male,45 - 49,second level,,327975
czechia,2001,male,45 - 49,third level,,57416
czechia,2001,male,50 - 54,first level,,958
czechia,2001,male,50 - 54,second level,,340881
czechia,2001,male,50 - 54,third level,,52388
czechia,2001,male,55 - 59,first level,,820
czechia,2001,male,55 - 59,second level,,257899
czechia,2001,male,55 - 59,third level,,44536
czechia,2001,male,60 - 64,first level,,588
czechia,2001,male,60 - 64,second level,,186166
czechia,2001,male,60 - 64,third level,,29990
czechia,2001,male,65 - 69,first level,,593
czechia,2001,male,65 - 69,second level,,158475
czechia,2001,male,65 - 69,third level,,29500
czechia,2001,male,70 - 74,first level,,487
czechia,2001,male,70 - 74,second level,,135690
czechia,2001,male,70 - 74,third level,,25469
czechia,2001,male,75 - 79,first level,,368
czechia,2001,male,75 - 79,second level,,95965
czechia,2001,male,75 - 79,third level,,16978
czechia,2001,male,80 - 84,first level,,179
czechia,2001,male,80 - 84,second level,,36632
czechia,2001,male,80 - 84,third level,,5184
czechia,2001,female,15 - 19,first level,,374
